sample_id,region_id,T,F,P,En
hifigan_LA_D_1161800,14,speech,low,vowel,"From 3.56 to 3.61 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hifigan_LA_D_1161800,16,speech,low,consonant,"From 2.42 to 2.89 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1173765,15,speech,low,consonant,"From 0.8 to 1.6 seconds, this low-frequency region shows a weak, smeared spectral transition with missing transient detail. Because the region is aligned with a consonant, the loss of transient definition can directly reduce articulation and intelligibility."
hifigan_LA_D_1183785,11,speech,mid,vowel,"From 1.64 to 2.15 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_D_1183785,16,speech,low,consonant,"From 2.4 to 3.4 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1195977,14,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hifigan_LA_D_1195977,15,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1199158,14,speech,low,consonant,"From 0.97 to 1.15 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hifigan_LA_D_1199158,15,speech,low,consonant,"From 1.58 to 2.03 seconds, this low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hifigan_LA_D_1199158,16,speech,low,consonant,"From 0.97 to 1.15 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1204220,7,speech,mid,vowel,"From 2.43 to 2.60 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_D_1204220,14,speech,low,vowel,"From 2.43 to 2.60 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_D_1204220,15,speech,low,vowel,"From 2.43 to 2.60 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_D_1213994,3,speech,high,vowel,"This high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_D_1213994,12,speech,mid,vowel,"From 1.76 to 2.31 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_D_1213994,16,speech,low,vowel,"From 2.87 to 3.12 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hifigan_LA_D_1214950,14,speech,low,consonant,"From 0.6 to 0.8 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1214950,15,speech,low,consonant,"From 0.8 to 1.0 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1214950,16,speech,low,vowel,"From 2.56 to 3.11 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hifigan_LA_D_1218694,7,speech,mid,consonant,"From 1.39 to 1.91 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hifigan_LA_D_1218694,11,speech,mid,consonant,"This mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hifigan_LA_D_1218694,15,speech,low,consonant,"From 0.8 to 1.0 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1219450,15,speech,low,consonant,"From 1.23 to 1.60 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hifigan_LA_D_1219450,16,speech,low,vowel,"From 2.4 to 3.4 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hifigan_LA_D_1223641,14,speech,low,consonant,"From 0.5 to 0.7 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1223641,15,speech,low,consonant,"From 0.9 to 1.2 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hifigan_LA_D_1232613,12,speech,mid,consonant,"From 2.13 to 2.44 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hifigan_LA_D_1232613,16,speech,low,consonant,"From 2.13 to 2.44 seconds, this low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hifigan_LA_D_1234829,11,speech,mid,consonant,"From 2.42 to 3.05 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
